party,state,pc_name,candidate,Sum of total_votes,Sum of total_electors
RND,Uttar Pradesh,Gautam Buddha Nagar,SEEMA AJAY,977,1986109
RND,Uttar Pradesh,Mathura,JASVEER SINGH,1630,1807893
RNNBP,Gujarat,Navsari,SACHIN G. KINDA,811,1971658
RP(K),Chhattisgarh,RAJNANDGAON,PRATIMA SANTOSH WASHNIK,1506,1716459
RP(K),Maharashtra,Chandrapur,ROSHAN LAL MUWAL,2736,1753690
RP(K),Telangana,Amalapuram,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,3233,1357865
RP(K),Telangana,Kakinada,ROKKAM DAYAKAR,1837,1418290
RP(K),Telangana,Narsapuram,NALLI RAJESH,6708,1325028
RP(K),Telangana,Peddapalle,VELTHURU MALLAIAH,45977,1425355
RPB,Uttar Pradesh,Aligarh,THAKUR MANOJ SINGH,1225,1887127
RPC(S),Andhra Pradesh,Rajahmundry,MEDA SRINIVAS,996,1534256
RPC(S),Telangana,Kadapa,L VENUGOPAL,1034,1550440
RPC(S),Telangana,Rajahmundry,MEDA SRINIVAS,991,1421276
RPD,Uttar Pradesh,Ghazipur,DANDU SESHU YADAV,59510,1801519
RPD,Uttar Pradesh,Sambhal,DANDU SESHU YADAV,36134,1693229
RPI,Bihar,Nalanda,Sunil Ravidas,6428,2114809
RPI,Haryana,Bhiwani-Mahendragarh,Kundan Kumar,443,1654317
RPI,Haryana,Kurukshetra,KULDEEP SINGH,1665,1498459
RPI,Karnataka,Chikkodi,MAGDUM ISMAILMAGDUM,1059,1612556
RPI,Kerala,Thiruvananthapuram,D M R SEKHAR,292,1272748
RPI,Maharashtra,Amravati,DR.RAJENDRA RAMKRISHNA GAWAI,54278,1612739
RPI,Maharashtra,Chandrapur,ASHOK BAITHA,8302,1753690
RPI,Maharashtra,Gadchiroli-Chimur,ADV. FEROZ A. SHAIKH,3422,1468437
RPI,Maharashtra,Jalgaon,SAMEER MIRZA,3212,1707969
RPI,Maharashtra,Mumbai North central,ASHOK BAITHA,581,1737084
RPI,Maharashtra,Mumbai North East,SAYED GULAMHUSAIN  AMIRHAMZA,1012,1668357
RPI,Maharashtra,Nagpur,GHANSHYAM JURRI,655,1900784
RPI,Maharashtra,Osmanabad,R. RAMESH,1701,1759186
RPI,Maharashtra,Raver,MO. ATEEQ,821,1593389
RPI,Punjab,Faridkot,GURCHARAN SINGH MACHHIWARA,1531,1455075
RPI,Tamil Nadu,Chennai North,RAMESH,257,1422392
RPI,Tamil Nadu,Chennai South,S.SRINIVASAN (A) POWER STAR,670,1973533
RPI,Telangana,Bhongir,Samrat Narender Boilla,1416,1628033
RPI,Telangana,Kurnool,PADALA SIVA PRASAD,1614,1481791
RPI,Telangana,Peddapalle,AYUSHMAN DOCTOR SANJEEV KUMAR,8609,1425355
RPI,Uttar Pradesh,Machhlishahr,BRIJESH KUMAR,1999,1848306
RPI(A),Andhra Pradesh,Eluru,MATHE. BOBBY,1879,1594950
RPI(A),Andhra Pradesh,Guntur,Nagaraju Ekula,920,1706119
RPI(A),Andhra Pradesh,Machilipatnam,PERAM SIVA NAGESWARA RAO,3627,1473347
RPI(A),Andhra Pradesh,Narsapuram,GANJI PURNIMA,869,1439691
RPI(A),Andhra Pradesh,Nellore,Shaik Mahaboob Basha (Mabu),1319,1672845
RPI(A),Assam,Barpeta,Rejaul Karim,3350,1685149
RPI(A),Assam,Dhubri,MEHBUBAR RAHMAN,4250,1858566
RPI(A),Assam,Gauhati,SADEK ALI,3650,2181319
RPI(A),Bihar,Jhanjharpur,Lakshman Prasad Yadav,5717,1852417
RPI(A),Bihar,Madhubani,REKHA RANJAN YADAV,4566,1792798
RPI(A),Bihar,Nalanda,RAKESH KEWAT,13381,1951967
RPI(A),Bihar,Pataliputra,KUMAR,2484,1736074
RPI(A),Chandigarh,CHANDIGARH,SUBHASH CHANDER GOYAL,212,646729
RPI(A),Chhattisgarh,RAIPUR,Devki Dubey (Sandhya),788,2111738
RPI(A),Chhattisgarh,RAJNANDGAON,DR. GOJUPAL,1773,1716459
RPI(A),Gujarat,Amreli,R. K. Singh,1809,1486286
RPI(A),Gujarat,Rajkot,DENGADA PRAVINBHAI MEGHJIBHAI,945,1655717
RPI(A),Haryana,Ambala,ANIL KUMAR,2128,1853711
RPI(A),Haryana,Karnal,DEVENDER,759,1684321
RPI(A),Haryana,Sonipat,KUMAR,492,1417188
RPI(A),Jharkhand,Giridih,Dwaraka Prasad Lala,1896,1649413
RPI(A),Jharkhand,Ranchi,AMAR KUMAR MAHTO,5833,1915959
RPI(A),Karnataka,Bangalore central,KADUGUDI SONNAPPA,543,1931456
RPI(A),Karnataka,Bangalore North,M V V SATYANARAYANA,829,2401472
RPI(A),Karnataka,Bangalore Rural,BASAVEGOWDA,6154,2190398
RPI(A),Karnataka,Bangalore Rural,Dr. M VENKATASWAMY,1462,2497458
RPI(A),Karnataka,Belgaum,DILSHAD SIKANDAR TAHASHILDAR,4068,1779350
RPI(A),Karnataka,Bijapur,JAI BHAGWAN,1340,1622635
RPI(A),Karnataka,Chikkballapur,G S RAJU,892,1658410
RPI(A),Karnataka,Dharwad,H. THOMAS,4128,1578125
RPI(A),Karnataka,Haveri,D M R SEKHAR,1490,1558749
RPI(A),Karnataka,Kolar,DHANAMATNALLI VENKATESHAPPA,1015,1629961
RPI(A),Karnataka,Koppal,RAMESH,1867,1535105
RPI(A),Karnataka,Mandya,KRISHNAMURTHY.M,1643,1669262
RPI(A),Kerala,Attingal,ADV. FEROZ A. SHAIKH,736,1251398
RPI(A),Kerala,Thiruvananthapuram,JOSE THOMAS,261,1272748
RPI(A),Madhya Pradesh,BALAGHAT,DR. CHANDRA BEN,3243,1629741
RPI(A),Madhya Pradesh,JABALPUR,KULDEEP AHIRWAR,4116,1819893
RPI(A),Madhya Pradesh,KHANDWA,VINOD KUMAR,1783,1759417
RPI(A),Madhya Pradesh,MORENA,PATIRAM SHAKYA,1121,1837723
RPI(A),Madhya Pradesh,REWA,RAMKISHAN GOLA,2055,1544719
RPI(A),Madhya Pradesh,SATNA,RAM NIVAS SEN,1533,1575064
RPI(A),Madhya Pradesh,SIDHI,Ram Kripal Bashor,2529,1845547
RPI(A),Maharashtra,Satara,ASHOK BAITHA,71808,1719998
RPI(A),NCT OF Delhi,CHANDNI CHOWK,ASHOK KUMAR,273,1562283
RPI(A),NCT OF Delhi,CHANDNI CHOWK,MIRZA SAJAD HUSSAIN BEIGH,253,1447230
RPI(A),NCT OF Delhi,EAST DELHI,MANJU CHHIBBER,905,3868880
RPI(A),NCT OF Delhi,NEW DELHI,UMESH CHANDRA GAUR,285,1617470
RPI(A),NCT OF Delhi,NORTH EAST DELHI,MOHD. HASAN,1343,2290492
RPI(A),NCT OF Delhi,NORTH WEST DELHI,VIJAY KUMAR,662,2194343
RPI(A),NCT OF Delhi,WEST DELHI,DAYA NAND VATS,379,2371644
RPI(A),Punjab,Amritsar,LAKHWINDER SINGH SIDHU,1325,1507875
RPI(A),Punjab,Faridkot,GOVIND SINGH,865,1455075
RPI(A),Punjab,Jalandhar,Parkash Chand Jassal,684,1617018
RPI(A),Punjab,Ludhiana,MANVENDRA SINGH BITTU BHAIYA,1286,1561201
RPI(A),Tamil Nadu,Chennai central,JITENDRA KUMAR JAIN.,3398,1332300
RPI(A),Tamil Nadu,Chennai central,KUMAR,1528,1328038
RPI(A),Tamil Nadu,Namakkal,GNANAPANDITHAN.P,700,1329552
RPI(A),Tamil Nadu,Nilgiris,K. B. VASU,1650,1269173
RPI(A),Tamil Nadu,Salem,VENKATESAN S,623,1498350
RPI(A),Tamil Nadu,Thiruvallur,D.Ravi Pariyanar,1760,1946870
RPI(A),Telangana,Bhongir,BOILLA NARENDER,6847,1492240
RPI(A),Telangana,Karimnagar,MEDA SRINIVAS,8034,1550810
RPI(A),Telangana,Medak,KOMPELLI PRABHUDAS,7599,1536166
RPI(A),Telangana,Zahirabad,DURGESH SINGH CHAUHAN,18027,1445354
RPI(A),Uttar Pradesh,Amroha,MAHESH RAM,713,1544245
RPI(A),Uttar Pradesh,Badaun,SANTOSH KUMAR,1448,1769145
RPI(A),Uttar Pradesh,Ghaziabad,Mohan Lal,1150,2728978
RPI(A),Uttar Pradesh,Mirzapur,PANDIT DIVYENDRA DUBEY ADVOCATE,4304,1720661
RPI(A),Uttar Pradesh,Mohanlalganj,BRIJ GOPAL,1826,1838194
RPI(A),Uttar Pradesh,Sambhal,MOHD. ASLAM URF PASHA,3833,1693229
RPI(A),Uttar Pradesh,Unnao,SHAILENDRA KUMAR PASI,2592,2164392
RPI(A),West Bengal,Baharampur,KASHINATH DUTTA,1803,1638378
RPI(A),West Bengal,Cooch behar,HAREKRISHNA SARKAR,5796,1613403
RPI(A),West Bengal,Jalpaiguri,HAREKRISHNA SARKAR,7636,1531469
RPI(A),West Bengal,Maldaha Dakshin,HUMAYUN KABIR SEKH,2720,1347143
RPI(A),West Bengal,Ranaghat,PURAN CHAND,3992,1602849
RPI(KH),Andhra Pradesh,Amalapuram,PANTHAGADA VIJAYA CHAKRAVARTHY,1804,1459556
RPI(KH),Gujarat,Rajkot,JITENDRA,990,1655717
RPI(KH),Madhya Pradesh,BALAGHAT,GAUTAM,3250,1629741
RPI(KH),Maharashtra,Amravati,RAMESH,1442,1612739
RPI(KH),Maharashtra,Ramtek,SUNIL,2310,1677266
RPI(KH),Maharashtra,Yavatmal-Washim,REVU SUDHAKAR,3602,1755292
RPI(KH),Telangana,Amalapuram,PANTHAGADA VIJAYA CHAKRAVARTHY,2867,1357865
RPI(KH),Telangana,Kakinada,MOTHA SARADA,6836,1418290
RPI(KH),Telangana,Peddapalle,VELTHURU MALLAIAH,2598,1479091
RPI(KH),Telangana,Secundrabad,DEEPAK KUMAR,1813,1893741
RPI(KM),Goa,North Goa,AMIT ATMARAM KORGAONKAR,2809,556761
RPIE,Gujarat,Patan,RAJU PARMAR,910,1628641
RPIE,Haryana,Faridabad,BAUDHACHARYA KHAJAN SINGH GAUTAM,463,2071816
RPIK,Karnataka,Bagalkot,Parashuram Laxman Neelnaik,7486,1704010
RPIK,Karnataka,Bellary,P. D. RAMANAYAKA,2722,1751734
RPIK,Karnataka,Bijapur,YAMANAPPA VITTAL GUNADAL,2957,1797587
RPIK,Karnataka,Udupi Chikmagalur,SHEKAR HAVANJE,1581,1513806
RPIR,Madhya Pradesh,MORENA,NARENDRA SINGH,825,1837723
RPIR,Punjab,Firozpur,MADAN LAL,952,1618419
RPP,Bihar,Vaishali,Rameshwar Sah,2718,1735983
RPP(LB),Haryana,Hisar,MAMTA BALVEER SINGH KUSHWAH,1195,1517606
RPS,Telangana,Hindupur,SWAMULA. SUBRAHMANYAM,4521,1446496
rpsn,Karnataka,Bangalore Rural,D M MADEGOWDA,2801,2497458
rpsn,Karnataka,Bangalore South,THYAGARAJ,789,2215489
rpsn,Karnataka,Kolar,G. CHIKKANARAYANA,1491,1629961
rpsn,Tamil Nadu,Vellore,A.VIJAY POUL RAJA,901,1438643
RPWP,Gujarat,Ahmedabad West,CHAUHAN HARISHBHAI JETHABHAI,2063,1643317
RPWP,Gujarat,Kachchh,SONDARVA BALUBEN MAHESHBHAI,1699,1744321
RPWP,Rajasthan,Nagaur,HANUMANRAM,7486,1933169
RRP,Bihar,Muzaffarpur,Nageshwar Prasad Singh,3195,1730553
RRP,Haryana,Gurgaon,HANS KUMAR,1868,2150728
RRP,Madhya Pradesh,GWALIOR,VISHNU KANT SHARMA,1113,2000744
RRP,NCT OF Delhi,CHANDNI CHOWK,ANIL KUMAR,1436,1562283
RRP,NCT OF Delhi,NEW DELHI,VIRENDRA SINGH BHARAT,530,1617470
RRP,NCT OF Delhi,SOUTH DELHI,SOBRAN SINGH CHAUHAN,278,2067463
RRP,Rajasthan,Jalore,Kaluram,12284,2071244
RRP,Uttar Pradesh,Mohanlalganj,GAUTAM,2225,1838194
RRS,Andhra Pradesh,Kurnool,S.MD. SHAFATH,1229,1573009
RrSP,Uttar Pradesh,Jhansi,NARESH KUMAR,4215,1932052
RsAD,Madhya Pradesh,REWA,SIYASHARAN KEVAT,5696,1679534
RsAD,Madhya Pradesh,SIDHI,UDAY SINGH ALIAS PAPPU SINGH,10037,1736048
RsAD,Uttar Pradesh,Amethi,Ram Milan,1144,1743515
RsAD,Uttar Pradesh,Meerut,USMAN,1451,1764388
RsAD,Uttar Pradesh,Varanasi,USMAN,878,1766487
RSD,Uttar Pradesh,Aligarh,RAKESH KEWAT,665,1793126
RSDal,Uttar Pradesh,Misrikh,Nagendra Kumar,1548,1796932
RshJP,Uttar Pradesh,Pratapgarh,JITENDRA SHARMA,1571,1716394
RSJVP,Bihar,Purvi Champaran,Devendra Singh,1914,1658672
RSJVP,Bihar,Valmiki Nagar,RAJESH KUSHWAHA,4583,1665502
RSMD,Bihar,Vaishali,MD.HASIB,11075,1566321
RSMD,Madhya Pradesh,GWALIOR,KISHAN LAL,1412,1876965
RSMD,Madhya Pradesh,KHAJURAHO,MAHESH CHANDRA SETHI,3012,1702833
RSMD,Madhya Pradesh,MORENA,ARJUN SINGH,3006,1702457
RSMD,Uttar Pradesh,Badaun,REENA DAMLE,2065,1769145
RSMD,Uttar Pradesh,Fatehpur Sikri,KUMAR,2052,1580582
RSMD,Uttar Pradesh,Kaushambi,OMVATI DEVI,6556,1738509
RSMD,Uttar Pradesh,Moradabad,Tej Singh Seny,762,1958939
RSMD,Uttar Pradesh,Moradabad,UDAY SINGH ALIAS PAPPU SINGH,1710,1771985
RSMD,Uttar Pradesh,Nagina,AMICHAND,6156,1586117
RSOSP,Madhya Pradesh,GWALIOR,PRAN SINGH PAL,2226,2000744
RSOSP,Madhya Pradesh,SIDHI,Ramvishal Pal,5135,1845547
RSOSP,Uttar Pradesh,Etah,Atar Singh,5110,1621295
RSOSP,Uttar Pradesh,Fatehpur Sikri,VIJAY SINGH DHANGAR,1808,1718837
RSOSP,Uttar Pradesh,Hathras,BHUPENDRA KUMAR,1565,1864320
RSOSP,Uttar Pradesh,Jalaun,SHRAVAN KUMAR PAL,13894,1933358
RSOSP,Uttar Pradesh,Mathura,JASVANT SINGH BAGHEL,1245,1807893
RSOSP,Uttar Pradesh,Mathura,KUMAR,1054,1682260
RSP,Kerala,Kollam,C CHANDRAN,408528,1219415
RSP,Kerala,Kollam,N.K.Premachandran,499677,1296720
RSP,Punjab,Fatehgarh Sahib,HARCHAND SINGH,1733,1502861
RSP,Telangana,Secundrabad,J.RAMULU,2058,1893741
RSP,West Bengal,Alipurduars,MANOHAR LAL PATWA (LALU KORI),341056,1470911
RSP,West Bengal,Alipurduars,MILI ORAON,54010,1648383
RSP,West Bengal,Baharampur,ID MOHAMMAD,13362,1638378
RSP,West Bengal,Baharampur,PRAMOTHES MUKHERJEE,225699,1453783
RSP,West Bengal,Balurghat,ANAMIKA SARKAR,302677,1254497
RSP,West Bengal,Balurghat,Ranen Barman,72990,1431704
RSP,West Bengal,Jaynagar,SUBHAS NASKAR,67913,1648355
RSP,West Bengal,Joynagar,SUBHAS NASKAR,386362,1458724
RSP(S),Gujarat,Junagadh,BHUT ASHOKBHAI BHIMJIBHAI,3256,1642864
RSP(S),Maharashtra,Jalgaon,Mohan Shankar Birhade,670,1931400
RSPK(B),Kerala,Alappuzha,PROF.A.V.THAMARAKSHAN,43051,1271324
RSPS,Gujarat,Anand,PADHIYAR VIKRAMSINH (VAKIL),876,1496859
RSPS,Gujarat,Navsari,HIRAMANIBEN,3016,1971658
RSPS,Karnataka,Bidar,SHRAVANA S.BHANDE MUNGANAL,2862,1600962
RSPS,Karnataka,Gulbarga,D. K. KONKATE KEROOR,1485,1945765
RSPS,Karnataka,Uttara Kannada,NAGARAJ NAIK,3378,1556599
RSPS,Kerala,Ernakulam,ADV VIVEK K VIJAYAN,379,1245972
RSPS,Madhya Pradesh,SATNA,RAM VISHWAS PAL,2164,1575064
RSPS,Maharashtra,Baramati,PUNJABRAO MAHADEV PATIL (TALGAONKAR),451843,1813553
RSPS,Tamil Nadu,Karur,"MANEESHANKAR, M.G.",1276,1298322
RSPS,Uttar Pradesh,Aligarh,VINOD KUMAR,1723,1793126
RSPS,Uttar Pradesh,Bulandshahr,PRAMOD KUMAR,3664,1787925
RSPS,Uttar Pradesh,Gautam Buddha Nagar,RAM PAL,1294,2302960
RSPS,Uttar Pradesh,Jaunpur,RAJESH KUMAR,2197,1867976
RSPS,Uttar Pradesh,Kannauj,SANJEEV KUMAR,1203,1874824
RSPS,Uttar Pradesh,Machhlishahr,Chanchal Kumar,2620,1848306
RSPS,Uttar Pradesh,Mirzapur,Dinesh Kumar Pal,7145,1845150
RSPSR,Bihar,Jahanabad,ARUN KUMAR,34558,1588454
RSPSR,Bihar,Karakat,MAMTA PANDEY,8851,1771254
RSPSR,Bihar,Purvi Champaran,Vinay Kumar Sriwastava,2343,1658672
RSPSR,Bihar,Ujiarpur,Dr. Ajay Singh Almust,10051,1612300
RSPSR,Jharkhand,Godda,Noor Hassan,2307,1716766
RSSDP,Maharashtra,Jalna,RAMBHAU HARIBHAU UGLE,3283,1612056
RSTSAHP,Bihar,Siwan,Bijay bahadur Singh,2756,1799551
RSVP,Rajasthan,Jaipur,P. Trilok Tiwari,349,2127021
RSWD,Bihar,Karakat,JYOTI RASHMI,8381,1771254
RSWD,Bihar,Karakat,PRADEEP KUMAR,6994,1580558
RTAMP,Madhya Pradesh,KHAJURAHO,MANISH MISHRA,1965,1842095
RTBHP,Karnataka,Bagalkot,MUTTAPPA MUDAKAPPA HIREKUMBI,811,1704010
RtJP,Uttar Pradesh,Bulandshahr,COLONEL DHARAM PAL SINGH RAGHAVA,4117,1736436
RTJPS,Uttar Pradesh,Kheri,Moh. Mumtaz Raza,1060,1770699
RTKP,Rajasthan,TONK-SAWAI MADHOPUR,Bajrang Lal Meena,1892,1945992
RTKP,Uttar Pradesh,Bahraich,RAM SAGAR,1581,1729908
RTKP,Uttar Pradesh,Bulandshahr,PRATAP SINGH,1455,1736436
RTKP,Uttar Pradesh,Etah,Bharat Singh,666,1621295
RTKP,Uttar Pradesh,Fatehpur Sikri,PABAN SINGH GHATOWAR,872,1580582
RTKP,Uttar Pradesh,Gautam Buddha Nagar,RAVI,503,1986109
RTKP,Uttar Pradesh,Hamirpur,SURESH CHANDRA RAJPUT,1983,1749100
RTKP,Uttar Pradesh,Kannauj,KUMAR HARI CHARAN SINGH YADAV,1282,1808886
RTKP,Uttar Pradesh,Kannauj,SATYA RAM,875,1874824
RTORP,Gujarat,Ahmedabad East,Bhatt Sunilkumar Narendrabhai,704,1811851
RTORP,Gujarat,Ahmedabad West,HARSHADKUMAR LAXMANBHAI SOLANKI,621,1643317
RTORP,Gujarat,Anand,Bhatt Sunilkumar Narendrabhai,1155,1655870
RTORP,Gujarat,Gandhinagar,RAHUL CHIMANBHAI MEHTA,1097,1945772
RTORP,Jharkhand,Jamshedpur,Mahesh Kumar,2481,1703279
RTORP,Karnataka,Bangalore North,Krishnamurthy V .,1033,2849250
RTORP,Madhya Pradesh,BHOPAL,PIYUSH JAIN,484,2142861
RTORP,Maharashtra,Ahmadnagar,DHIRAJ MOTILAL BATADE,1492,1861396
RTORP,NCT OF Delhi,CHANDNI CHOWK,RICHA KATIYAR KANAUJIA,475,1562283
RTORP,NCT OF Delhi,NORTH EAST DELHI,AJAY BHAI,1822,2290492
RTORP,Rajasthan,Bhilwara,PAWAN KUMAR SHARMA,13148,1997328
RTORP,Rajasthan,Chittorgarh,Gopal Dhakad,2793,2015911
RTORP,Rajasthan,Jhunjhunu,Dr. TEJPAL KATEWA,803,1937882
RTORP,Uttar Pradesh,Ghaziabad,Rakesh Suri,709,2728978
RtrJP,Uttar Pradesh,Gautam Buddha Nagar,SHERSINGH UPADHAYA,1264,2302960
RtrJP,Uttar Pradesh,Gautam Buddha Nagar,UDAYVEER,1526,1986109
RTSGP,Jharkhand,Khunti,SIBIL KANDULNA,3895,1202664
RUC,Bihar,Nawada,Mokim Uddin,3776,1899747
RUC,Haryana,Gurgaon,MOHAMMAD AKBAR LONE,1429,1844906
RUC,Maharashtra,Mumbai North central,KURBAN SHAHADAT HUSSAIN,613,1679891
RUC,Maharashtra,Mumbai North East,Shahenaz Begum Mohd Siraj Khan,570,1588693
RUC,Maharashtra,Mumbai North West,Shaikh Abusalim Arunahak,449,1732263
RUC,Rajasthan,Jaipur,ABDUL WARIS,1103,1957820
RUC,Uttar Pradesh,Allahabad,AHMED ALI KHAN,2332,1666569
RUC,Uttar Pradesh,Azamgarh,Anil Singh,6763,1789168
RUC,Uttar Pradesh,Azamgarh,M. NAGANNA,13271,1703121
RUC,Uttar Pradesh,Deoria,CHANDAN KUMAR YADAV,3305,1754195
RUC,Uttar Pradesh,Faizabad,NASREEN BANO,2678,1738701
RUC,Uttar Pradesh,Jaunpur,MOTIUDDIN,2960,1867976
RUC,Uttar Pradesh,Jaunpur,SHAHABUDDIN,19636,1848842
RUC,Uttar Pradesh,Lalganj,PRADEEP KUMAR,14368,1661470
RUC,Uttar Pradesh,Lalganj,Radheshyam Gautam,6093,1751980
RUC,Uttar Pradesh,Salempur,AKHTAR,1507,1661737
RUC,Uttar Pradesh,Sambhal,HASAN RAZA,1227,1828764
RVLP,Uttar Pradesh,Farrukhabad,KUMAR,2107,1613781
RVLP,Uttar Pradesh,Lucknow,JANGITE LAKSHMI NARASIMHA YADAV,851,1949956
RVLP,Uttar Pradesh,Salempur,SUMESHWAR NATH TIWARI,3845,1667282
RVMP,Uttar Pradesh,Varanasi,SANTOSH KUMAR,1434,1766487
RVNP,Bihar,Katihar,NANDIGAM SURESH,4450,1446478
RVNP,Bihar,Madhepura,Anil Bharti,7169,1884883
RVNP,Bihar,Supaul,Krishan dev Mandal,3552,1690620
RVNP,Haryana,Karnal,MUNNA SINGH,865,1684321
RVNP,Haryana,Sonipat,MUNNA SINGH,671,1417188
RVNP,Maharashtra,Jalgaon,NANASO M.P. PAGARE,1917,1707969
RVNP,Uttar Pradesh,Badaun,VIRENDRA,810,1769145
RVNP,West Bengal,Birbhum,AHAMED FARUK,15171,1699219
RVNP,West Bengal,Bolpur,SIMANTA MONDAL,17013,1705073
RVP,Haryana,Faridabad,MAHESH PRATAP SHARMA,477,2071816
RVP,Uttar Pradesh,Mathura,MAHESH PRATAP SHARMA,2396,1682260
RVyP,Uttar Pradesh,Agra,Raja,1326,1937690
RVZP,Gujarat,Sabarkantha,MAYURSINH VANRAJSINH ZALA,1290,1801717
RWSP,Uttar Pradesh,Bijnor,MOHAN,1756,1562081
RWSP,Uttar Pradesh,Kanpur,MOHAN,425,1611248
S(J),Uttar Pradesh,Domariyaganj,NARAMALLI SIVA PRASAD,5521,1761415
S(J),Uttar Pradesh,Kushi Nagar,ARVIND,3630,1680992
S(J),Uttar Pradesh,Maharajganj,RAMSAMUJH,5001,1743131
SAAFP,Bihar,Hajipur (SC),KUMARI AASHIKI,6801,1823664
SAAFP,Bihar,Ujiarpur,A M Izharul Haque,1842,1612300
SABHP,Chhattisgarh,RAIPUR,Dr. Yogita Bajpai,1210,2111738
SABHP,Gujarat,Ahmedabad East,Manoj Premchand Gupta,604,1811851
SABHP,Madhya Pradesh,KHAJURAHO,ASHWANI KUMAR DUBEY,10554,1842095
SABHP,Maharashtra,Mumbai North,Dr. Pawan Kumar Pandey,423,1647350
SABHP,Maharashtra,Thane,BRAMHADEV RAMBAKSHI PANDE,867,2370903
SABHP,Uttar Pradesh,Lucknow,Girish Narain Pande,569,2040367
SABHP,Uttar Pradesh,Meerut,RAJESH GIRI,978,1892931
SABHP,Uttar Pradesh,Pratapgarh,M. IRSHAD,5559,1708759
SABJANP,Uttar Pradesh,Akbarpur,Ashok Paswan,866,1766121
SABJANP,Uttar Pradesh,Kanpur,ALOK KUMAR,1885,1632983
SaBP,Bihar,Bhagalpur,PARAVASTU SATYA GOPINATH DAS,3005,1685339
SaBP,Bihar,Munger,SURYODAY PASWAN,9563,3608009
SaBP,Bihar,Nalanda,KUMAR,2779,1951967
SaBP,Bihar,Pataliputra,KUMAR,3015,1736074
SaBP,Bihar,Pataliputra,RAM NARAYAN MANJHI,1945,1925479
SaBP,Bihar,Patna Sahib,RAJENDRA KUMAR,2166,1946249
SACP,Uttar Pradesh,Baghpat,Dr. SALEEM AHMAD,556,1616476
SACP,Uttar Pradesh,Ghaziabad,Mohd. Salim Ahmed,804,2728978
SAD,Punjab,Anandpur Sahib,PREM S,347394,1564721
SAD,Punjab,Anandpur Sahib,Professor Prem Singh Chandumajra,381161,1698876
SAD,Punjab,Bathinda,HARJIT KAUR,514727,1525289
SAD,Punjab,Bathinda,Harsimrat Kaur Badal,492824,1621671
SAD,Punjab,Faridkot,Gulzar Singh Ranike,335809,1541971
SAD,Punjab,Faridkot,RAMJI,278235,1455075
SAD,Punjab,Fatehgarh Sahib,DARBARA SINGH GURU,317753,1502861
SAD,Punjab,Fatehgarh Sahib,PABAN SINGH GHATOWAR,312815,1396957
SAD,Punjab,Firozpur,SHER SINGH GHUBAYA,487932,1522111
SAD,Punjab,Firozpur,SUKHBIR SINGH BADAL,633427,1618419
SAD,Punjab,Jalandhar,Charanjit Singh Atwal,366221,1617018
SAD,Punjab,Jalandhar,PAWAN KUMAR,309498,1551497
SAD,Punjab,Khadoor Sahib,BIBI JAGIR KAUR,319137,1638842
SAD,Punjab,Khadoor Sahib,MUNNA SINGH,467332,1563409
SAD,Punjab,Ludhiana,MAHESHINDER SINGH GREWAL,299435,1683325
SAD,Punjab,Ludhiana,MUNNA SINGH,256590,1561201
SAD,Punjab,Patiala,MUNNA SINGH,340109,1580273
SAD,Punjab,Patiala,Surjit Singh Rakhra,369309,1739600
SAD,Punjab,Sangrur,MUNNA SINGH,321516,1424743
SAD,Punjab,Sangrur,PARMINDER SINGH DHINDSA,263498,1529431
SAD(M),Punjab,Anandpur Sahib,JASWANT SINGH,1706,1564721
SAD(M),Punjab,Bathinda,Gursewak Singh,3820,1621671
SAD(M),Punjab,Bathinda,HARJINDER SINGH,1960,1525289
SAD(M),Punjab,Faridkot,DARSHAN SINGH DABA,1605,1455075
SAD(M),Punjab,Fatehgarh Sahib,DHARA SINGH,3173,1396957
SAD(M),Punjab,Firozpur,UDAY SINGH ALIAS PAPPU SINGH,3655,1522111
SAD(M),Punjab,Hoshiarpur,SHAMSHER SINGH,2527,1485286
SAD(M),Punjab,Khadoor Sahib,SIMRANJIT SINGH MANN,13990,1563409
SAD(M),Punjab,Patiala,MOHINDER SINGH,2773,1580273
SAD(M),Punjab,Sangrur,PABAN SINGH GHATOWAR,4127,1424743
SAD(M),Punjab,Sangrur,SIMRANJIT SINGH MANN,48365,1529431
SaDa,Uttar Pradesh,Azamgarh,Mohinder Kumar,2901,1789168
SaDa,Uttar Pradesh,Jaunpur,RAJESH,2329,1848842
SADSP,Madhya Pradesh,SIDHI,Gyani Jaiswal,6368,1845547
SADT,Punjab,Anandpur Sahib,Bir Devinder Singh,10424,1698876
SAJP,Karnataka,Chikkballapur,D.Palya Khadar Subhan Khan,4991,1808780
SAKAP,Chandigarh,CHANDIGARH,SHAMBHU,658,646729
SAKAP,Punjab,Bathinda,Bhupinder Singh Bhainda Waring,1302,1621671
SAKAP,Punjab,Faridkot,Veerpal Kaur,1785,1541971
SAKAP,Punjab,Fatehgarh Sahib,GURBACHAN SINGH,1310,1502861
SAKAP,Punjab,Firozpur,HARMANDER SINGH,523,1618419
SAKAP,Punjab,Ludhiana,PARDEEP BAWA,1158,1683325
SAKSP,Uttar Pradesh,Kaiserganj,PRAMOD KUMAR,2214,1805946
SamSP,Madhya Pradesh,BHOPAL,ASHOK KUMAR YADAV,551,1957241
SamSP,Madhya Pradesh,DEWAS,MUNNA SINGH,1002,1617111
